pro_com_t,comune_nome,provincia_nome,provincia_sigla,regione_nome,zona_codice,zona_nome
076075,San Costantino Albanese,Potenza,PZ,Basilicata,Basi-C,Basi-C
076076,San Fele,Potenza,PZ,Basilicata,Basi-A1,Basi-A1
076077,San Martino d'Agri,Potenza,PZ,Basilicata,Basi-C,Basi-C
076078,San Severino Lucano,Potenza,PZ,Basilicata,Basi-C,Basi-C
076079,Sant'Angelo Le Fratte,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076080,Sant'Arcangelo,Potenza,PZ,Basilicata,Basi-C,Basi-C
076081,Sarconi,Potenza,PZ,Basilicata,Basi-C,Basi-C
076082,Sasso di Castalda,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076083,Satriano di Lucania,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076084,Savoia di Lucania,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076085,Senise,Potenza,PZ,Basilicata,Basi-C,Basi-C
076086,Spinoso,Potenza,PZ,Basilicata,Basi-C,Basi-C
076087,Teana,Potenza,PZ,Basilicata,Basi-C,Basi-C
076088,Terranova di Pollino,Potenza,PZ,Basilicata,Basi-C,Basi-C
076089,Tito,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076090,Tolve,Potenza,PZ,Basilicata,Basi-B,Basi-B
076091,Tramutola,Potenza,PZ,Basilicata,Basi-C,Basi-C
076092,Trecchina,Potenza,PZ,Basilicata,Basi-D,Basi-D
076093,Trivigno,Potenza,PZ,Basilicata,Basi-B,Basi-B
076094,Vaglio Basilicata,Potenza,PZ,Basilicata,Basi-B,Basi-B
076095,Venosa,Potenza,PZ,Basilicata,Basi-A1,Basi-A1
076096,Vietri di Potenza,Potenza,PZ,Basilicata,Basi-A2,Basi-A2
076097,Viggianello,Potenza,PZ,Basilicata,Basi-D,Basi-D
076098,Viggiano,Potenza,PZ,Basilicata,Basi-C,Basi-C
076099,Ginestra,Potenza,PZ,Basilicata,Basi-A1,Basi-A1
076100,Paterno,Potenza,PZ,Basilicata,Basi-C,Basi-C
077001,Accettura,Matera,MT,Basilicata,Basi-B,Basi-B
077002,Aliano,Matera,MT,Basilicata,Basi-C,Basi-C
077003,Bernalda,Matera,MT,Basilicata,Basi-E2,Basi-E2
077004,Calciano,Matera,MT,Basilicata,Basi-B,Basi-B
077005,Cirigliano,Matera,MT,Basilicata,Basi-C,Basi-C
077006,Colobraro,Matera,MT,Basilicata,Basi-C,Basi-C
077007,Craco,Matera,MT,Basilicata,Basi-E1,Basi-E1
077008,Ferrandina,Matera,MT,Basilicata,Basi-B,Basi-B
077009,Garaguso,Matera,MT,Basilicata,Basi-B,Basi-B
077010,Gorgoglione,Matera,MT,Basilicata,Basi-C,Basi-C
077011,Grassano,Matera,MT,Basilicata,Basi-B,Basi-B
077012,Grottole,Matera,MT,Basilicata,Basi-B,Basi-B
077013,Irsina,Matera,MT,Basilicata,Basi-B,Basi-B
077014,Matera,Matera,MT,Basilicata,Basi-E2,Basi-E2
077015,Miglionico,Matera,MT,Basilicata,Basi-B,Basi-B
077016,Montalbano Jonico,Matera,MT,Basilicata,Basi-E1,Basi-E1
077017,Montescaglioso,Matera,MT,Basilicata,Basi-E2,Basi-E2
077018,Nova Siri,Matera,MT,Basilicata,Basi-E1,Basi-E1
077019,Oliveto Lucano,Matera,MT,Basilicata,Basi-B,Basi-B
077020,Pisticci,Matera,MT,Basilicata,Basi-E2,Basi-E2
077021,Policoro,Matera,MT,Basilicata,Basi-E1,Basi-E1
077022,Pomarico,Matera,MT,Basilicata,Basi-B,Basi-B
077023,Rotondella,Matera,MT,Basilicata,Basi-E1,Basi-E1
077024,Salandra,Matera,MT,Basilicata,Basi-B,Basi-B
077025,San Giorgio Lucano,Matera,MT,Basilicata,Basi-C,Basi-C
077026,San Mauro Forte,Matera,MT,Basilicata,Basi-B,Basi-B
077027,Stigliano,Matera,MT,Basilicata,Basi-C,Basi-C
077028,Tricarico,Matera,MT,Basilicata,Basi-B,Basi-B
077029,Tursi,Matera,MT,Basilicata,Basi-C,Basi-C
077030,Valsinni,Matera,MT,Basilicata,Basi-C,Basi-C
077031,Scanzano Jonico,Matera,MT,Basilicata,Basi-E1,Basi-E1
078001,Acquaformosa,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078002,Acquappesa,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078003,Acri,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078004,Aiello Calabro,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078005,Aieta,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078006,Albidona,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078007,Alessandria del Carretto,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078008,Altilia,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078009,Altomonte,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078010,Amantea,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078011,Amendolara,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078012,Aprigliano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078013,Belmonte Calabro,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078014,Belsito,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078015,Belvedere Marittimo,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078016,Bianchi,Cosenza,CS,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
078017,Bisignano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078018,Bocchigliero,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078019,Bonifati,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078020,Buonvicino,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078021,Calopezzati,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078022,Caloveto,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078023,Campana,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078024,Canna,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078025,Cariati,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078026,Carolei,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078027,Carpanzano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078029,Cassano all'Ionio,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078030,Castiglione Cosentino,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078031,Castrolibero,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078032,Castroregio,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078033,Castrovillari,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078034,Celico,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078035,Cellara,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078036,Cerchiara di Calabria,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078037,Cerisano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078038,Cervicati,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078039,Cerzeto,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078040,Cetraro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078041,Civita,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078042,Cleto,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078043,Colosimi,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078045,Cosenza,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078046,Cropalati,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078047,Crosia,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078048,Diamante,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078049,Dipignano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078050,Domanico,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078051,Fagnano Castello,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078052,Falconara Albanese,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078053,Figline Vegliaturo,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078054,Firmo,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078055,Fiumefreddo Bruzio,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078056,Francavilla Marittima,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078057,Frascineto,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078058,Fuscaldo,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078059,Grimaldi,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078060,Grisolia,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078061,Guardia Piemontese,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078062,Lago,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078063,Laino Borgo,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078064,Laino Castello,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078065,Lappano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078066,Lattarico,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078067,Longobardi,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078068,Longobucco,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078069,Lungro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078070,Luzzi,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078071,Maierà,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078072,Malito,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078073,Malvito,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078074,Mandatoriccio,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078075,Mangone,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078076,Marano Marchesato,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078077,Marano Principato,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078078,Marzi,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078079,Mendicino,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078080,Mongrassano,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078081,Montalto Uffugo,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078082,Montegiordano,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078083,Morano Calabro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078084,Mormanno,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078085,Mottafollone,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078086,Nocara,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078087,Oriolo,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078088,Orsomarso,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078089,Paludi,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078090,Panettieri,Cosenza,CS,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
078091,Paola,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078092,Papasidero,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078093,Parenti,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078094,Paterno Calabro,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078096,Pedivigliano,Cosenza,CS,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
078097,Piane Crati,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078098,Pietrafitta,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078099,Pietrapaola,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078100,Plataci,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078101,Praia a Mare,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078102,Rende,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078103,Rocca Imperiale,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078104,Roggiano Gravina,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078105,Rogliano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078106,Rose,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078107,Roseto Capo Spulico,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078109,Rota Greca,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078110,Rovito,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078111,San Basile,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078112,San Benedetto Ullano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078113,San Cosmo Albanese,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078114,San Demetrio Corone,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078115,San Donato di Ninea,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078116,San Fili,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078117,Sangineto,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078118,San Giorgio Albanese,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078119,San Giovanni in Fiore,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078120,San Lorenzo Bellizzi,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078121,San Lorenzo del Vallo,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078122,San Lucido,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078123,San Marco Argentano,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078124,San Martino di Finita,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078125,San Nicola Arcella,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078126,San Pietro in Amantea,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078127,San Pietro in Guarano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078128,San Sosti,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078129,Santa Caterina Albanese,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078130,Santa Domenica Talao,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078131,Sant'Agata di Esaro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078132,Santa Maria del Cedro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078133,Santa Sofia d'Epiro,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078134,Santo Stefano di Rogliano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078135,San Vincenzo La Costa,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078136,Saracena,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078137,Scala Coeli,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078138,Scalea,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078139,Scigliano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078140,Serra d'Aiello,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078142,Spezzano Albanese,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078143,Spezzano della Sila,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078145,Tarsia,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078146,Terranova da Sibari,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078147,Terravecchia,Cosenza,CS,Calabria,Cala-6,Versante Jonico Centro-settentrionale
078148,Torano Castello,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078149,Tortora,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078150,Trebisacce,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078152,Vaccarizzo Albanese,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078153,Verbicaro,Cosenza,CS,Calabria,Cala-1,Versante Tirrenico Settentrionale
078154,Villapiana,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
078155,Zumpano,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078156,Casali del Manco,Cosenza,CS,Calabria,Cala-2,Versante Tirrenico Centro-settentrionale
078157,Corigliano-Rossano,Cosenza,CS,Calabria,Cala-5,Versante Jonico Settentrionale
079002,Albi,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079003,Amaroni,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079004,Amato,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079005,Andali,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079007,Argusto,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079008,Badolato,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079009,Belcastro,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079011,Borgia,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079012,Botricello,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079017,Caraffa di Catanzaro,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079018,Cardinale,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079020,Carlopoli,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079023,Catanzaro,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079024,Cenadi,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079025,Centrache,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079027,Cerva,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079029,Chiaravalle Centrale,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079030,Cicala,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079033,Conflenti,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079034,Cortale,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079036,Cropani,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079039,Curinga,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079042,Davoli,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079043,Decollatura,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079047,Falerna,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079048,Feroleto Antico,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079052,Fossato Serralta,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079055,Gagliato,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079056,Gasperina,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079058,Gimigliano,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079059,Girifalco,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079060,Gizzeria,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079061,Guardavalle,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079063,Isca sullo Ionio,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079065,Jacurso,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079068,Magisano,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079069,Maida,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079071,Marcedusa,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079072,Marcellinara,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079073,Martirano,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079074,Martirano Lombardo,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079077,Miglierina,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079080,Montauro,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079081,Montepaone,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079083,Motta Santa Lucia,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079087,Nocera Terinese,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079088,Olivadi,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079089,Palermiti,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079092,Pentone,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079094,Petrizzi,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079095,Petronà,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079096,Pianopoli,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079099,Platania,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079108,San Floro,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079110,San Mango d'Aquino,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079114,San Pietro a Maida,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079115,San Pietro Apostolo,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079116,San Sostene,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079117,Santa Caterina dello Ionio,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079118,Sant'Andrea Apostolo dello Ionio,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079122,San Vito sullo Ionio,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079123,Satriano,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079126,Sellia,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079127,Sellia Marina,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079129,Serrastretta,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079130,Sersale,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079131,Settingiano,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079133,Simeri Crichi,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079134,Sorbo San Basile,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079137,Soverato,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079138,Soveria Mannelli,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
079139,Soveria Simeri,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079142,Squillace,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079143,Stalettì,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079146,Taverna,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079147,Tiriolo,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079148,Torre di Ruggiero,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079151,Vallefiorita,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079157,Zagarise,Catanzaro,CZ,Calabria,Cala-7,Versante Jionico Centro-meridionale
079160,Lamezia Terme,Catanzaro,CZ,Calabria,Cala-3,Versante Tirrenico Centro-meridionale
080001,Africo,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080002,Agnana Calabra,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080003,Anoia,Reggio Calabria,RC,Calabria,Cala-4,Versante Tirrenico Meridionale
080004,Antonimina,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080005,Ardore,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080006,Bagaladi,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080007,Bagnara Calabra,Reggio Calabria,RC,Calabria,Cala-4,Versante Tirrenico Meridionale
080008,Benestare,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080009,Bianco,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080010,Bivongi,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080011,Bova,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080012,Bovalino,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080013,Bova Marina,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080014,Brancaleone,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080015,Bruzzano Zeffirio,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080016,Calanna,Reggio Calabria,RC,Calabria,Cala-4,Versante Tirrenico Meridionale
080017,Camini,Reggio Calabria,RC,Calabria,Cala-8,Versante Jonico Meridionale
080018,Campo Calabro,Reggio Calabria,RC,Calabria,Cala-4,Versante Tirrenico Meridionale
080019,Candidoni,Reggio Calabria,RC,Calabria,Cala-4,Versante Tirrenico Meridionale
